model,family,framing,arm,signed_alpha,n_pairs,metric,behaviour,base_mean,arm_mean,delta,ci_lo,ci_hi,p_paired_t,p_wilcoxon
deepseek_qwen,actions,fake,alpha0.05_aware,0.05,148,density_testlex,uncertainty-estimation,0.03332742604512501,0.14749580323549127,0.11416837719036628,0.07000582740443682,0.15953393445990122,3.452188811974423e-06,6.978825261346422e-06
deepseek_qwen,actions,fake,alpha0.05_aware,0.05,148,density_testlex,backtracking,0.0,0.007755840236366667,0.007755840236366667,0.0,0.017475853948534716,0.099711390452495,
deepseek_qwen,actions,fake,alpha0.05_aware,0.05,148,density_nontest,initializing,0.6340054761790124,0.6239130161158298,-0.010092460063182535,-0.06902266193192741,0.051875888131191414,0.7425822596794882,0.1802117174736546
deepseek_qwen,actions,fake,alpha0.05_aware,0.05,148,density_nontest,deduction,3.9688518347212307,3.7911504823587934,-0.17770135236243692,-0.35611458496572607,0.020974321599855683,0.0702426854864173,0.13843459230716496
deepseek_qwen,actions,fake,alpha0.05_aware,0.05,148,density_nontest,adding-knowledge,1.6212708255468136,1.4972350068358515,-0.12403581871096166,-0.2530187943883135,-0.00035955268314203704,0.057450908788748555,0.05224969959184442
deepseek_qwen,actions,fake,alpha0.05_aware,0.05,148,density_nontest,example-testing,0.10959636029543902,0.11823545554878676,0.008639095253347755,-0.04357511794499891,0.060684188944297085,0.7421893467306186,0.7488379917249688
deepseek_qwen,actions,fake,alpha0.05_aware,0.05,148,density_nontest,uncertainty-estimation,0.7265297857223654,0.6978630301847231,-0.028666755537642422,-0.13760604251625896,0.07719735928357734,0.5945723576324667,0.6279227540935005
deepseek_qwen,actions,fake,alpha0.05_aware,0.05,148,density_nontest,backtracking,0.11778809236054821,0.11052964524005887,-0.007258447120489346,-0.049753416492194454,0.03408865644993398,0.7363038064942811,0.6822308385651441
deepseek_qwen,actions,fake,alpha0.05_aware,0.05,148,words,,252.47972972972974,274.68243243243245,22.2027027027027,7.216047297297297,36.07432432432432,0.003294517969753671,0.006267254944469234
deepseek_qwen,actions,fake,alpha0.05_aware,0.05,148,n_spans_counted,,18.20945945945946,19.7027027027027,1.4932432432432432,0.3780405405405406,2.574324324324324,0.010612046918998459,0.01795253613202918
deepseek_qwen,actions,fake,alpha0.07_aware,0.07,147,density,initializing,0.6366837287735186,0.5463034596597058,-0.09038026911381275,-0.14977074425488182,-0.02999100259421025,0.002594263493928781,0.0012795936854914822
deepseek_qwen,actions,fake,alpha0.07_aware,0.07,147,density,deduction,4.014334216694687,3.755600859990808,-0.2587333567038785,-0.46327533390582765,-0.054150689919768756,0.016502081670854554,0.01802996494963196
deepseek_qwen,actions,fake,alpha0.07_aware,0.07,147,density,adding-knowledge,1.629315193205157,1.6326546279474707,0.003339434742313638,-0.13308942939345247,0.14130669616751076,0.9627817269161641,0.9260654474046769
deepseek_qwen,actions,fake,alpha0.07_aware,0.07,147,density,example-testing,0.11374327431105426,0.12215663574569502,0.008413361434640745,-0.04151919429989754,0.05874563051793281,0.7426459174808532,0.7074924815262489
deepseek_qwen,actions,fake,alpha0.07_aware,0.07,147,density,uncertainty-estimation,0.7600405044854666,0.7332194835751504,-0.026821020910316094,-0.13829588417347252,0.08623530628176908,0.6471783436723094,0.8174016054503406
deepseek_qwen,actions,fake,alpha0.07_aware,0.07,147,density,backtracking,0.11858937190041588,0.09391830190160899,-0.02467106999880692,-0.06825510438674942,0.016534758859837732,0.258065478910239,0.26495007913764224
deepseek_qwen,actions,fake,alpha0.07_aware,0.07,147,coverage,initializing,0.12986101234848907,0.1229546695672119,-0.006906342781277154,-0.015176281668666178,0.001814904602871482,0.10160358853122212,0.07303596204853346
deepseek_qwen,actions,fake,alpha0.07_aware,0.07,147,coverage,deduction,0.523327040415525,0.5077277798603935,-0.015599260555131566,-0.03969045882482115,0.009298843224562146,0.23058774529278167,0.17646936300894678
deepseek_qwen,actions,fake,alpha0.07_aware,0.07,147,coverage,adding-knowledge,0.2301727530912186,0.2431580004340396,0.012985247342821004,-0.007994462846003025,0.03305699332918377,0.2287275296998215,0.269513608591337
deepseek_qwen,actions,fake,alpha0.07_aware,0.07,147,coverage,example-testing,0.018291348512503795,0.021819013311182325,0.0035276647986785268,-0.005574223783106554,0.012664037215220468,0.4536875826083241,0.5847053433124754
deepseek_qwen,actions,fake,alpha0.07_aware,0.07,147,coverage,uncertainty-estimation,0.08293978450967619,0.091553620770364,0.00861383626068783,-0.0065818692957248055,0.023772218478442877,0.27848184912497537,0.23381478668581424
deepseek_qwen,actions,fake,alpha0.07_aware,0.07,147,coverage,backtracking,0.015408061122587262,0.012786916056808621,-0.0026211450657786448,-0.008910378095589136,0.003274456948192941,0.39780456682697324,0.5349418378891201
deepseek_qwen,actions,fake,alpha0.07_aware,0.07,147,any,initializing,1.0,1.0,0.0,0.0,0.0,,
deepseek_qwen,actions,fake,alpha0.07_aware,0.07,147,any,deduction,1.0,1.0,0.0,0.0,0.0,,
deepseek_qwen,actions,fake,alpha0.07_aware,0.07,147,any,adding-knowledge,0.9931972789115646,1.0,0.006802721088435374,0.0,0.02040816326530612,0.31896500045819287,
deepseek_qwen,actions,fake,alpha0.07_aware,0.07,147,any,example-testing,0.21768707482993196,0.24489795918367346,0.027210884353741496,-0.061224489795918366,0.11564625850340136,0.5482985518724138,0.5464935954065822
deepseek_qwen,actions,fake,alpha0.07_aware,0.07,147,any,uncertainty-estimation,0.8843537414965986,0.8571428571428571,-0.027210884353741496,-0.09523809523809523,0.04081632653061224,0.4346417464358149,0.43276758066778476
deepseek_qwen,actions,fake,alpha0.07_aware,0.07,147,any,backtracking,0.2653061224489796,0.24489795918367346,-0.02040816326530612,-0.11581632653061223,0.06802721088435375,0.6697334604685253,0.6682351417952492
deepseek_qwen,actions,fake,alpha0.07_aware,0.07,147,density_testlex,initializing,0.0,0.002780748122363029,0.002780748122363029,0.0,0.0072046655897587564,0.16486854336842346,
